id,malware_family,platform,writing_style,description,severity,behaviors,retrieval_queries,candidate_strings,api_calls,registry_keys,mutex_names,domains,yara_template_hint,expected_yara_features,yara_tags
779,téléchargeur,android,reponse_incident,"L'investigation post-intrusion révèle un composant qui récupère sa configuration auprès d'un serveur de contrôle, puis demande les droits Device Administrator afin de résister à la désinstallation.",moyen,command_and_control|persistence|defense_evasion,dropper stage 2|téléchargeur de malware|récupération de charge utile|téléchargeur android mobile APK,GET /payload|download|stage2,HttpURLConnection|DexClassLoader|DownloadManager,,,data-backup-vault.com,config_retrieval|device_admin_abuse,c2_config_string|DeviceAdminReceiver|HttpURLConnection|DexClassLoader|GET /payload|download,téléchargeur|android|moyen|config_retrieval|device_admin_abuse
780,téléchargeur,linux,reponse_incident,"Lors de l'incident, l'acteur a déployé un outil qui ajoute une tâche cron pour s'exécuter régulièrement, puis cartographie l'environnement avant d'agir, puis récupère sa configuration auprès d'un serveur de contrôle, puis télécharge un binaire malveillant puis le lance.",moyen,command_and_control|execution|persistence|discovery,downloader URL distante|dropper stage 2|téléchargeur linux,GET /payload|User-Agent: Mozilla|stage2|download,recv|execve|connect|socket,,,api-telemetry-node.com|data-backup-vault.com,config_retrieval|stager_download|cron_persistence|system_discovery,c2_config_string|stage2_url|crontab_entry|systeminfo_enum|recv|execve|GET /payload|User-Agent: Mozilla,téléchargeur|linux|moyen|config_retrieval|stager_download|cron_persistence|system_discovery
781,téléchargeur,android,technique,"L'échantillon détourne le service d'accessibilité pour rester actif, met à jour ses instructions via un canal chiffré, cartographie l'environnement avant d'agir.",moyen,command_and_control|persistence|defense_evasion|discovery,downloader URL distante|dropper stage 2|téléchargeur android mobile APK,User-Agent: Mozilla|.bin|download,HttpURLConnection|DownloadManager|DexClassLoader,,,analytics-collector.io,config_retrieval|accessibility_abuse|system_discovery,c2_config_string|AccessibilityService|systeminfo_enum|HttpURLConnection|DownloadManager|User-Agent: Mozilla|.bin,téléchargeur|android|moyen|config_retrieval|accessibility_abuse|system_discovery
782,téléchargeur,android,technique,"L'échantillon récupère sa configuration auprès d'un serveur de contrôle, agit comme point d'entrée pour déployer d'autres logiciels malveillants, demande les droits Device Administrator afin de résister à la désinstallation, cartographie l'environnement avant d'agir.",moyen,command_and_control|execution|persistence|defense_evasion|discovery,récupération de charge utile|téléchargeur de malware|point d'entrée infection|téléchargeur android mobile APK,.bin|User-Agent: Mozilla|GET /payload|stage2|download,HttpURLConnection|DownloadManager|DexClassLoader,,,mail-relay-gateway.org,stager_download|config_retrieval|device_admin_abuse|system_discovery,stage2_url|c2_config_string|DeviceAdminReceiver|systeminfo_enum|HttpURLConnection|DownloadManager|.bin|User-Agent: Mozilla,téléchargeur|android|moyen|stager_download|config_retrieval|device_admin_abuse|system_discovery
783,téléchargeur,windows,technique,"L'échantillon enregistre une tâche planifiée déclenchée à l'ouverture de session, énumère les informations système et le domaine, interroge une infrastructure distante pour ses paramètres.",moyen,command_and_control|persistence|discovery,téléchargeur de malware|downloader URL distante|point d'entrée infection|téléchargeur windows,stage2|download|.bin|GET /payload|User-Agent: Mozilla,ShellExecuteW|InternetOpenUrlW|WinHttpOpen,HKCU\Software\Microsoft\Windows\CurrentVersion\RunOnce,Local\LoaderOnce,secure-cdn-delivery.net|ns1.dynamic-resolver.net,config_retrieval|scheduled_task|system_discovery,c2_config_string|schtasks_create|systeminfo_enum|ShellExecuteW|InternetOpenUrlW|stage2|download|HKCU_Run_Key,téléchargeur|windows|moyen|config_retrieval|scheduled_task|system_discovery
784,téléchargeur,android,description_detaillee,"Une analyse approfondie montre que la menace interroge une infrastructure distante pour ses paramètres. Par ailleurs, il agit comme point d'entrée pour déployer d'autres logiciels malveillants. Par ailleurs, il demande les droits Device Administrator afin de résister à la désinstallation.",moyen,command_and_control|execution|persistence|defense_evasion,point d'entrée infection|dropper stage 2|downloader URL distante|téléchargeur android mobile APK,.bin|GET /payload|stage2|User-Agent: Mozilla,DexClassLoader|DownloadManager|HttpURLConnection,,,license-activation-srv.net,config_retrieval|stager_download|device_admin_abuse,c2_config_string|stage2_url|DeviceAdminReceiver|DexClassLoader|DownloadManager|.bin|GET /payload,téléchargeur|android|moyen|config_retrieval|stager_download|device_admin_abuse
785,téléchargeur,android,rapport_analyste,La variante observée abuse des privilèges d'administrateur de l'appareil pour persister. Il interroge une infrastructure distante pour ses paramètres.,moyen,command_and_control|persistence|defense_evasion,téléchargeur de malware|downloader URL distante|récupération de charge utile|téléchargeur android mobile APK,stage2|GET /payload|.bin,DownloadManager|HttpURLConnection|DexClassLoader,,,cloud-sync-status.org|ota-firmware-push.com,config_retrieval|device_admin_abuse,c2_config_string|DeviceAdminReceiver|DownloadManager|HttpURLConnection|stage2|GET /payload,téléchargeur|android|moyen|config_retrieval|device_admin_abuse
786,téléchargeur,linux,rapport_analyste,Le binaire analysé interroge une infrastructure distante pour ses paramètres. Il déploie une unité systemd afin de persister au boot.,moyen,command_and_control|persistence,point d'entrée infection|dropper stage 2|downloader URL distante|téléchargeur linux,GET /payload|download|.bin|User-Agent: Mozilla,recv|connect|execve,,,license-activation-srv.net,config_retrieval|systemd_service,c2_config_string|systemd_unit_file|recv|connect|GET /payload|download,téléchargeur|linux|moyen|config_retrieval|systemd_service
787,téléchargeur,windows,alerte_courte,DÉTECTION : menace qui récupère et exécute une charge utile depuis une URL distante et interroge une infrastructure distante pour ses paramètres.,moyen,command_and_control|execution|persistence,téléchargeur de malware|point d'entrée infection|téléchargeur windows,.bin|stage2|download|User-Agent: Mozilla,WinHttpOpen|InternetReadFile|ShellExecuteW|URLDownloadToFileW,HKCU\Software\Microsoft\Windows\CurrentVersion\RunOnce,Local\LoaderOnce,secure-cdn-delivery.net|ota-firmware-push.com,stager_download|config_retrieval|scheduled_task,stage2_url|c2_config_string|schtasks_create|WinHttpOpen|InternetReadFile|.bin|stage2|HKCU_Run_Key,téléchargeur|windows|moyen|stager_download|config_retrieval|scheduled_task
788,téléchargeur,windows,technique,"L'échantillon interroge une infrastructure distante pour ses paramètres, se réinscrit au démarrage par une clé du registre, récupère et exécute une charge utile depuis une URL distante.",moyen,command_and_control|execution|persistence,point d'entrée infection|téléchargeur de malware|downloader URL distante|téléchargeur windows,download|.bin|User-Agent: Mozilla,InternetOpenUrlW|WinHttpOpen|ShellExecuteW|InternetReadFile,HKCU\Software\Microsoft\Windows\CurrentVersion\Run|HKLM\Software\Microsoft\Windows\CurrentVersion\Run,Global\DlStageMtx,secure-cdn-delivery.net|update-service-check.com,config_retrieval|stager_download|registry_persistence,c2_config_string|stage2_url|HKCU_Run_Key|InternetOpenUrlW|WinHttpOpen|download|.bin,téléchargeur|windows|moyen|config_retrieval|stager_download|registry_persistence
789,téléchargeur,android,rapport_analyste,Cette souche énumère les informations système et le domaine. Il agit comme point d'entrée pour déployer d'autres logiciels malveillants et détourne le service d'accessibilité pour rester actif et interroge une infrastructure distante pour ses paramètres.,moyen,command_and_control|execution|persistence|defense_evasion|discovery,dropper stage 2|downloader URL distante|téléchargeur de malware|téléchargeur android mobile APK,User-Agent: Mozilla|.bin|download|stage2,DownloadManager|HttpURLConnection|DexClassLoader,,,ota-firmware-push.com|static-asset-host.com,stager_download|config_retrieval|accessibility_abuse|system_discovery,stage2_url|c2_config_string|AccessibilityService|systeminfo_enum|DownloadManager|HttpURLConnection|User-Agent: Mozilla|.bin,téléchargeur|android|moyen|stager_download|config_retrieval|accessibility_abuse|system_discovery
790,téléchargeur,android,alerte_courte,DÉTECTION : menace qui recense la configuration et les logiciels installés et écoute l'événement BOOT_COMPLETED pour redémarrer après reboot.,moyen,command_and_control|persistence|discovery,downloader URL distante|dropper stage 2|téléchargeur de malware|téléchargeur android mobile APK,download|stage2|User-Agent: Mozilla|.bin,DexClassLoader|HttpURLConnection|DownloadManager,,,data-backup-vault.com,config_retrieval|boot_receiver|system_discovery,c2_config_string|BOOT_COMPLETED_receiver|systeminfo_enum|DexClassLoader|HttpURLConnection|download|stage2,téléchargeur|android|moyen|config_retrieval|boot_receiver|system_discovery
791,téléchargeur,linux,reponse_incident,"L'investigation post-intrusion révèle un composant qui cartographie l'environnement avant d'agir, puis interroge une infrastructure distante pour ses paramètres, puis injecte une commande dans les fichiers de profil shell de l'utilisateur, puis télécharge un binaire malveillant puis le lance.",moyen,command_and_control|execution|persistence|discovery,téléchargeur de malware|downloader URL distante|téléchargeur linux,.bin|stage2|GET /payload,execve|recv|socket|connect,,,analytics-collector.io,stager_download|config_retrieval|shell_profile|system_discovery,stage2_url|c2_config_string|bashrc_modification|systeminfo_enum|execve|recv|.bin|stage2,téléchargeur|linux|moyen|stager_download|config_retrieval|shell_profile|system_discovery
792,téléchargeur,android,reponse_incident,"Au cours de la réponse à incident, on a constaté que la menace enregistre un récepteur de démarrage pour se relancer au boot, puis récupère et exécute une charge utile depuis une URL distante.",moyen,command_and_control|execution|persistence,récupération de charge utile|téléchargeur de malware|downloader URL distante|téléchargeur android mobile APK,GET /payload|.bin|User-Agent: Mozilla,DownloadManager|DexClassLoader|HttpURLConnection,,,ns1.dynamic-resolver.net|license-activation-srv.net,stager_download|boot_receiver,stage2_url|BOOT_COMPLETED_receiver|DownloadManager|DexClassLoader|GET /payload|.bin,téléchargeur|android|moyen|stager_download|boot_receiver
793,téléchargeur,windows,rapport_analyste,La variante observée crée une tâche planifiée pour se relancer périodiquement. Il interroge une infrastructure distante pour ses paramètres.,moyen,command_and_control|persistence,dropper stage 2|downloader URL distante|téléchargeur windows,User-Agent: Mozilla|stage2|download|.bin,URLDownloadToFileW|ShellExecuteW|WinHttpOpen|InternetOpenUrlW|InternetReadFile,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,Global\DlStageMtx,ota-firmware-push.com|license-activation-srv.net,config_retrieval|scheduled_task,c2_config_string|schtasks_create|URLDownloadToFileW|ShellExecuteW|User-Agent: Mozilla|stage2|HKCU_Run_Key,téléchargeur|windows|moyen|config_retrieval|scheduled_task
794,téléchargeur,windows,alerte_courte,SIGNALEMENT : menace qui abonne un événement WMI permanent pour son exécution et met à jour ses instructions via un canal chiffré.,moyen,command_and_control|execution|persistence,téléchargeur de malware|dropper stage 2|point d'entrée infection|téléchargeur windows,GET /payload|stage2|User-Agent: Mozilla|download|.bin,InternetOpenUrlW|URLDownloadToFileW|InternetReadFile,HKCU\Software\Microsoft\Windows\CurrentVersion\RunOnce,Local\LoaderOnce,update-service-check.com,config_retrieval|stager_download|wmi_subscription,c2_config_string|stage2_url|wmi_event_consumer|InternetOpenUrlW|URLDownloadToFileW|GET /payload|stage2|HKCU_Run_Key,téléchargeur|windows|moyen|config_retrieval|stager_download|wmi_subscription
795,téléchargeur,android,reponse_incident,"L'investigation post-intrusion révèle un composant qui récupère sa configuration auprès d'un serveur de contrôle, puis écoute l'événement BOOT_COMPLETED pour redémarrer après reboot.",moyen,command_and_control|persistence,downloader URL distante|récupération de charge utile|dropper stage 2|téléchargeur android mobile APK,stage2|download|User-Agent: Mozilla|.bin|GET /payload,DownloadManager|HttpURLConnection|DexClassLoader,,,license-activation-srv.net,config_retrieval|boot_receiver,c2_config_string|BOOT_COMPLETED_receiver|DownloadManager|HttpURLConnection|stage2|download,téléchargeur|android|moyen|config_retrieval|boot_receiver
796,téléchargeur,linux,technique,"L'échantillon installe un service systemd pour démarrer automatiquement, récupère et exécute une charge utile depuis une URL distante.",moyen,command_and_control|execution|persistence,dropper stage 2|récupération de charge utile|téléchargeur linux,User-Agent: Mozilla|download|.bin|stage2,recv|execve|socket,,,ns1.dynamic-resolver.net|api-telemetry-node.com,stager_download|systemd_service,stage2_url|systemd_unit_file|recv|execve|User-Agent: Mozilla|download,téléchargeur|linux|moyen|stager_download|systemd_service
